parents,hasNursery,Form,Children,Housing,Social,Health,Class,Finance
great_pret,very_crit,completed,1,critical,nonprob,priority,spec_prior,inconv
great_pret,very_crit,completed,1,critical,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,completed,1,critical,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,completed,1,critical,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,completed,1,critical,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,completed,1,critical,problematic,recommended,spec_prior,inconv
great_pret,very_crit,completed,1,critical,problematic,priority,spec_prior,inconv
great_pret,very_crit,completed,1,critical,problematic,not_recom,not_recom,inconv
great_pret,very_crit,completed,2,convenient,nonprob,recommended,priority,convenient
great_pret,very_crit,completed,2,convenient,nonprob,priority,spec_prior,convenient
great_pret,very_crit,completed,2,convenient,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,completed,2,convenient,slightly_prob,recommended,priority,convenient
great_pret,very_crit,completed,2,convenient,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,completed,2,convenient,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,completed,2,convenient,problematic,recommended,spec_prior,convenient
great_pret,very_crit,completed,2,convenient,problematic,priority,spec_prior,convenient
great_pret,very_crit,completed,2,convenient,problematic,not_recom,not_recom,convenient
great_pret,very_crit,completed,2,convenient,nonprob,recommended,priority,inconv
great_pret,very_crit,completed,2,convenient,nonprob,priority,spec_prior,inconv
great_pret,very_crit,completed,2,convenient,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,completed,2,convenient,slightly_prob,recommended,priority,inconv
great_pret,very_crit,completed,2,convenient,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,completed,2,convenient,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,completed,2,convenient,problematic,recommended,spec_prior,inconv
great_pret,very_crit,completed,2,convenient,problematic,priority,spec_prior,inconv
great_pret,very_crit,completed,2,convenient,problematic,not_recom,not_recom,inconv
great_pret,very_crit,completed,2,less_conv,nonprob,recommended,priority,convenient
great_pret,very_crit,completed,2,less_conv,nonprob,priority,spec_prior,convenient
great_pret,very_crit,completed,2,less_conv,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,completed,2,less_conv,slightly_prob,recommended,priority,convenient
great_pret,very_crit,completed,2,less_conv,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,completed,2,less_conv,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,completed,2,less_conv,problematic,recommended,spec_prior,convenient
great_pret,very_crit,completed,2,less_conv,problematic,priority,spec_prior,convenient
great_pret,very_crit,completed,2,less_conv,problematic,not_recom,not_recom,convenient
great_pret,very_crit,completed,2,less_conv,nonprob,recommended,priority,inconv
great_pret,very_crit,completed,2,less_conv,nonprob,priority,spec_prior,inconv
great_pret,very_crit,completed,2,less_conv,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,completed,2,less_conv,slightly_prob,recommended,priority,inconv
great_pret,very_crit,completed,2,less_conv,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,completed,2,less_conv,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,completed,2,less_conv,problematic,recommended,spec_prior,inconv
great_pret,very_crit,completed,2,less_conv,problematic,priority,spec_prior,inconv
great_pret,very_crit,completed,2,less_conv,problematic,not_recom,not_recom,inconv
great_pret,very_crit,completed,2,critical,nonprob,recommended,spec_prior,convenient
great_pret,very_crit,completed,2,critical,nonprob,priority,spec_prior,convenient
great_pret,very_crit,completed,2,critical,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,completed,2,critical,slightly_prob,recommended,spec_prior,convenient
great_pret,very_crit,completed,2,critical,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,completed,2,critical,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,completed,2,critical,problematic,recommended,spec_prior,convenient
great_pret,very_crit,completed,2,critical,problematic,priority,spec_prior,convenient
great_pret,very_crit,completed,2,critical,problematic,not_recom,not_recom,convenient
great_pret,very_crit,completed,2,critical,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,completed,2,critical,nonprob,priority,spec_prior,inconv
great_pret,very_crit,completed,2,critical,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,completed,2,critical,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,completed,2,critical,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,completed,2,critical,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,completed,2,critical,problematic,recommended,spec_prior,inconv
great_pret,very_crit,completed,2,critical,problematic,priority,spec_prior,inconv
great_pret,very_crit,completed,2,critical,problematic,not_recom,not_recom,inconv
great_pret,very_crit,completed,3,convenient,nonprob,recommended,priority,convenient
great_pret,very_crit,completed,3,convenient,nonprob,priority,spec_prior,convenient
great_pret,very_crit,completed,3,convenient,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,completed,3,convenient,slightly_prob,recommended,priority,convenient
great_pret,very_crit,completed,3,convenient,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,completed,3,convenient,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,completed,3,convenient,problematic,recommended,spec_prior,convenient
great_pret,very_crit,completed,3,convenient,problematic,priority,spec_prior,convenient
great_pret,very_crit,completed,3,convenient,problematic,not_recom,not_recom,convenient
great_pret,very_crit,completed,3,convenient,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,completed,3,convenient,nonprob,priority,spec_prior,inconv
great_pret,very_crit,completed,3,convenient,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,completed,3,convenient,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,completed,3,convenient,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,completed,3,convenient,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,completed,3,convenient,problematic,recommended,spec_prior,inconv
great_pret,very_crit,completed,3,convenient,problematic,priority,spec_prior,inconv
great_pret,very_crit,completed,3,convenient,problematic,not_recom,not_recom,inconv
great_pret,very_crit,completed,3,less_conv,nonprob,recommended,spec_prior,convenient
great_pret,very_crit,completed,3,less_conv,nonprob,priority,spec_prior,convenient
great_pret,very_crit,completed,3,less_conv,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,completed,3,less_conv,slightly_prob,recommended,spec_prior,convenient
great_pret,very_crit,completed,3,less_conv,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,completed,3,less_conv,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,completed,3,less_conv,problematic,recommended,spec_prior,convenient
great_pret,very_crit,completed,3,less_conv,problematic,priority,spec_prior,convenient
great_pret,very_crit,completed,3,less_conv,problematic,not_recom,not_recom,convenient
great_pret,very_crit,completed,3,less_conv,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,completed,3,less_conv,nonprob,priority,spec_prior,inconv
great_pret,very_crit,completed,3,less_conv,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,completed,3,less_conv,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,completed,3,less_conv,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,completed,3,less_conv,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,completed,3,less_conv,problematic,recommended,spec_prior,inconv
great_pret,very_crit,completed,3,less_conv,problematic,priority,spec_prior,inconv
great_pret,very_crit,completed,3,less_conv,problematic,not_recom,not_recom,inconv
great_pret,very_crit,completed,3,critical,nonprob,recommended,spec_prior,convenient
great_pret,very_crit,completed,3,critical,nonprob,priority,spec_prior,convenient
great_pret,very_crit,completed,3,critical,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,completed,3,critical,slightly_prob,recommended,spec_prior,convenient
great_pret,very_crit,completed,3,critical,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,completed,3,critical,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,completed,3,critical,problematic,recommended,spec_prior,convenient
great_pret,very_crit,completed,3,critical,problematic,priority,spec_prior,convenient
great_pret,very_crit,completed,3,critical,problematic,not_recom,not_recom,convenient
great_pret,very_crit,completed,3,critical,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,completed,3,critical,nonprob,priority,spec_prior,inconv
great_pret,very_crit,completed,3,critical,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,completed,3,critical,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,completed,3,critical,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,completed,3,critical,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,completed,3,critical,problematic,recommended,spec_prior,inconv
great_pret,very_crit,completed,3,critical,problematic,priority,spec_prior,inconv
great_pret,very_crit,completed,3,critical,problematic,not_recom,not_recom,inconv
great_pret,very_crit,completed,more,convenient,nonprob,recommended,priority,convenient
great_pret,very_crit,completed,more,convenient,nonprob,priority,spec_prior,convenient
great_pret,very_crit,completed,more,convenient,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,completed,more,convenient,slightly_prob,recommended,priority,convenient
great_pret,very_crit,completed,more,convenient,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,completed,more,convenient,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,completed,more,convenient,problematic,recommended,spec_prior,convenient
great_pret,very_crit,completed,more,convenient,problematic,priority,spec_prior,convenient
great_pret,very_crit,completed,more,convenient,problematic,not_recom,not_recom,convenient
great_pret,very_crit,completed,more,convenient,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,completed,more,convenient,nonprob,priority,spec_prior,inconv
great_pret,very_crit,completed,more,convenient,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,completed,more,convenient,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,completed,more,convenient,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,completed,more,convenient,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,completed,more,convenient,problematic,recommended,spec_prior,inconv
great_pret,very_crit,completed,more,convenient,problematic,priority,spec_prior,inconv
great_pret,very_crit,completed,more,convenient,problematic,not_recom,not_recom,inconv
great_pret,very_crit,completed,more,less_conv,nonprob,recommended,spec_prior,convenient
great_pret,very_crit,completed,more,less_conv,nonprob,priority,spec_prior,convenient
great_pret,very_crit,completed,more,less_conv,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,completed,more,less_conv,slightly_prob,recommended,spec_prior,convenient
great_pret,very_crit,completed,more,less_conv,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,completed,more,less_conv,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,completed,more,less_conv,problematic,recommended,spec_prior,convenient
great_pret,very_crit,completed,more,less_conv,problematic,priority,spec_prior,convenient
great_pret,very_crit,completed,more,less_conv,problematic,not_recom,not_recom,convenient
great_pret,very_crit,completed,more,less_conv,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,completed,more,less_conv,nonprob,priority,spec_prior,inconv
great_pret,very_crit,completed,more,less_conv,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,completed,more,less_conv,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,completed,more,less_conv,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,completed,more,less_conv,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,completed,more,less_conv,problematic,recommended,spec_prior,inconv
great_pret,very_crit,completed,more,less_conv,problematic,priority,spec_prior,inconv
great_pret,very_crit,completed,more,less_conv,problematic,not_recom,not_recom,inconv
great_pret,very_crit,completed,more,critical,nonprob,recommended,spec_prior,convenient
great_pret,very_crit,completed,more,critical,nonprob,priority,spec_prior,convenient
great_pret,very_crit,completed,more,critical,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,completed,more,critical,slightly_prob,recommended,spec_prior,convenient
great_pret,very_crit,completed,more,critical,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,completed,more,critical,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,completed,more,critical,problematic,recommended,spec_prior,convenient
great_pret,very_crit,completed,more,critical,problematic,priority,spec_prior,convenient
great_pret,very_crit,completed,more,critical,problematic,not_recom,not_recom,convenient
great_pret,very_crit,completed,more,critical,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,completed,more,critical,nonprob,priority,spec_prior,inconv
great_pret,very_crit,completed,more,critical,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,completed,more,critical,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,completed,more,critical,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,completed,more,critical,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,completed,more,critical,problematic,recommended,spec_prior,inconv
great_pret,very_crit,completed,more,critical,problematic,priority,spec_prior,inconv
great_pret,very_crit,completed,more,critical,problematic,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,1,convenient,nonprob,recommended,priority,convenient
great_pret,very_crit,incomplete,1,convenient,nonprob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,1,convenient,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,1,convenient,slightly_prob,recommended,priority,convenient
great_pret,very_crit,incomplete,1,convenient,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,1,convenient,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,1,convenient,problematic,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,1,convenient,problematic,priority,spec_prior,convenient
great_pret,very_crit,incomplete,1,convenient,problematic,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,1,convenient,nonprob,recommended,priority,inconv
great_pret,very_crit,incomplete,1,convenient,nonprob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,1,convenient,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,1,convenient,slightly_prob,recommended,priority,inconv
great_pret,very_crit,incomplete,1,convenient,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,1,convenient,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,1,convenient,problematic,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,1,convenient,problematic,priority,spec_prior,inconv
great_pret,very_crit,incomplete,1,convenient,problematic,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,1,less_conv,nonprob,recommended,priority,convenient
great_pret,very_crit,incomplete,1,less_conv,nonprob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,1,less_conv,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,1,less_conv,slightly_prob,recommended,priority,convenient
great_pret,very_crit,incomplete,1,less_conv,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,1,less_conv,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,1,less_conv,problematic,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,1,less_conv,problematic,priority,spec_prior,convenient
great_pret,very_crit,incomplete,1,less_conv,problematic,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,1,less_conv,nonprob,recommended,priority,inconv
great_pret,very_crit,incomplete,1,less_conv,nonprob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,1,less_conv,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,1,less_conv,slightly_prob,recommended,priority,inconv
great_pret,very_crit,incomplete,1,less_conv,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,1,less_conv,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,1,less_conv,problematic,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,1,less_conv,problematic,priority,spec_prior,inconv
great_pret,very_crit,incomplete,1,less_conv,problematic,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,1,critical,nonprob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,1,critical,nonprob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,1,critical,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,1,critical,slightly_prob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,1,critical,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,1,critical,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,1,critical,problematic,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,1,critical,problematic,priority,spec_prior,convenient
great_pret,very_crit,incomplete,1,critical,problematic,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,1,critical,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,1,critical,nonprob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,1,critical,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,1,critical,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,1,critical,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,1,critical,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,1,critical,problematic,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,1,critical,problematic,priority,spec_prior,inconv
great_pret,very_crit,incomplete,1,critical,problematic,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,2,convenient,nonprob,recommended,priority,convenient
great_pret,very_crit,incomplete,2,convenient,nonprob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,2,convenient,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,2,convenient,slightly_prob,recommended,priority,convenient
great_pret,very_crit,incomplete,2,convenient,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,2,convenient,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,2,convenient,problematic,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,2,convenient,problematic,priority,spec_prior,convenient
great_pret,very_crit,incomplete,2,convenient,problematic,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,2,convenient,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,2,convenient,nonprob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,2,convenient,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,2,convenient,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,2,convenient,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,2,convenient,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,2,convenient,problematic,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,2,convenient,problematic,priority,spec_prior,inconv
great_pret,very_crit,incomplete,2,convenient,problematic,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,2,less_conv,nonprob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,2,less_conv,nonprob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,2,less_conv,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,2,less_conv,slightly_prob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,2,less_conv,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,2,less_conv,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,2,less_conv,problematic,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,2,less_conv,problematic,priority,spec_prior,convenient
great_pret,very_crit,incomplete,2,less_conv,problematic,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,2,less_conv,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,2,less_conv,nonprob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,2,less_conv,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,2,less_conv,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,2,less_conv,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,2,less_conv,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,2,less_conv,problematic,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,2,less_conv,problematic,priority,spec_prior,inconv
great_pret,very_crit,incomplete,2,less_conv,problematic,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,2,critical,nonprob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,2,critical,nonprob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,2,critical,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,2,critical,slightly_prob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,2,critical,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,2,critical,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,2,critical,problematic,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,2,critical,problematic,priority,spec_prior,convenient
great_pret,very_crit,incomplete,2,critical,problematic,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,2,critical,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,2,critical,nonprob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,2,critical,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,2,critical,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,2,critical,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,2,critical,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,2,critical,problematic,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,2,critical,problematic,priority,spec_prior,inconv
great_pret,very_crit,incomplete,2,critical,problematic,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,3,convenient,nonprob,recommended,priority,convenient
great_pret,very_crit,incomplete,3,convenient,nonprob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,3,convenient,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,3,convenient,slightly_prob,recommended,priority,convenient
great_pret,very_crit,incomplete,3,convenient,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,3,convenient,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,3,convenient,problematic,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,3,convenient,problematic,priority,spec_prior,convenient
great_pret,very_crit,incomplete,3,convenient,problematic,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,3,convenient,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,3,convenient,nonprob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,3,convenient,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,3,convenient,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,3,convenient,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,3,convenient,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,3,convenient,problematic,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,3,convenient,problematic,priority,spec_prior,inconv
great_pret,very_crit,incomplete,3,convenient,problematic,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,3,less_conv,nonprob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,3,less_conv,nonprob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,3,less_conv,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,3,less_conv,slightly_prob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,3,less_conv,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,3,less_conv,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,3,less_conv,problematic,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,3,less_conv,problematic,priority,spec_prior,convenient
great_pret,very_crit,incomplete,3,less_conv,problematic,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,3,less_conv,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,3,less_conv,nonprob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,3,less_conv,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,3,less_conv,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,3,less_conv,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,3,less_conv,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,3,less_conv,problematic,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,3,less_conv,problematic,priority,spec_prior,inconv
great_pret,very_crit,incomplete,3,less_conv,problematic,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,3,critical,nonprob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,3,critical,nonprob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,3,critical,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,3,critical,slightly_prob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,3,critical,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,3,critical,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,3,critical,problematic,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,3,critical,problematic,priority,spec_prior,convenient
great_pret,very_crit,incomplete,3,critical,problematic,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,3,critical,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,3,critical,nonprob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,3,critical,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,3,critical,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,3,critical,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,3,critical,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,3,critical,problematic,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,3,critical,problematic,priority,spec_prior,inconv
great_pret,very_crit,incomplete,3,critical,problematic,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,more,convenient,nonprob,recommended,priority,convenient
great_pret,very_crit,incomplete,more,convenient,nonprob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,more,convenient,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,more,convenient,slightly_prob,recommended,priority,convenient
great_pret,very_crit,incomplete,more,convenient,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,more,convenient,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,more,convenient,problematic,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,more,convenient,problematic,priority,spec_prior,convenient
great_pret,very_crit,incomplete,more,convenient,problematic,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,more,convenient,nonprob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,more,convenient,nonprob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,more,convenient,nonprob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,more,convenient,slightly_prob,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,more,convenient,slightly_prob,priority,spec_prior,inconv
great_pret,very_crit,incomplete,more,convenient,slightly_prob,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,more,convenient,problematic,recommended,spec_prior,inconv
great_pret,very_crit,incomplete,more,convenient,problematic,priority,spec_prior,inconv
great_pret,very_crit,incomplete,more,convenient,problematic,not_recom,not_recom,inconv
great_pret,very_crit,incomplete,more,less_conv,nonprob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,more,less_conv,nonprob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,more,less_conv,nonprob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,more,less_conv,slightly_prob,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,more,less_conv,slightly_prob,priority,spec_prior,convenient
great_pret,very_crit,incomplete,more,less_conv,slightly_prob,not_recom,not_recom,convenient
great_pret,very_crit,incomplete,more,less_conv,problematic,recommended,spec_prior,convenient
great_pret,very_crit,incomplete,more,less_conv,problematic,priority,spec_prior,convenient
great_pret,very_crit,incomplete,more,less_conv,problematic,not_recom,not_recom,convenient
